date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-12-15,67,122,79,2091770,60
2025-12-16,68,130,92,2107426,64
2025-12-17,52,85,77,905175,49
2025-12-18,75,113,89,1711590,74
2025-12-19,55,109,75,1873310,52
2025-12-20,65,129,70,3073438,64
2025-12-21,48,87,58,1882180,44
2025-12-22,64,79,64,1120702,48
2025-12-23,53,117,82,1781432,53
2025-12-24,32,75,56,1581672,29
2025-12-25,49,86,60,1273862,46
2025-12-26,65,145,101,2351244,56
2025-12-27,88,234,124,4148968,74
2025-12-28,84,213,102,4730531,77
2025-12-29,71,191,86,4724345,71
2025-12-30,27,101,49,3005981,27
2025-12-31,81,188,90,5111105,64
2026-01-01,42,138,53,4145005,38
2026-01-02,52,164,79,4680770,51
2026-01-03,36,93,59,2143770,32
2026-01-04,23,62,31,1686700,23
2026-01-05,20,39,20,1133921,17
2026-01-06,17,48,40,810590,16
2026-01-07,20,26,22,919465,20
2026-01-08,16,31,22,862990,16
2026-01-09,29,83,67,1654440,29
2026-01-10,34,112,48,2162540,34
2026-01-11,41,107,46,2723174,41
2026-01-12,22,43,23,1226190,21
2026-01-13,27,79,67,986530,25
2026-01-14,35,56,51,692790,31
2026-01-15,32,75,54,887026,32
2026-01-16,33,85,71,946160,33
2026-01-17,30,58,33,1272530,30
2026-01-18,27,46,47,702480,27
2026-01-19,24,31,42,470420,23
2026-01-20,26,44,31,805910,25
2026-01-21,12,22,15,491470,11
2026-01-22,18,29,37,761520,17
2026-01-23,33,125,77,2447652,33
2026-01-24,36,107,50,2723580,34
2026-01-25,25,58,47,1467050,25
2026-01-26,23,25,16,567278,16
2026-01-27,19,146,86,2233980,19
2026-01-28,18,48,53,1100850,18
2026-01-29,7,87,39,1470910,7
2026-01-30,23,76,52,1203680,23
2026-01-31,30,57,33,1293490,30
2026-02-01,10,43,17,663370,10
2026-02-02,7,76,28,1226350,7
2026-02-03,6,81,40,1409800,6
2026-02-04,6,34,13,471460,6
2026-02-05,7,14,27,469320,6
2026-02-06,9,28,32,402919,9
2026-02-07,30,127,55,2708030,30
2026-02-08,5,9,4,120450,4
2026-02-09,3,36,19,632750,3
2026-02-10,5,45,16,622800,5
2026-02-11,13,23,12,653320,12
2026-02-12,9,15,9,526940,8
2026-02-13,24,48,26,555885,24
2026-02-14,13,117,44,1919780,13
2026-02-15,14,50,21,936760,11
2026-02-16,6,3,3,25960,1
2026-02-17,5,11,8,384830,5
2026-02-18,17,34,22,593860,16
2026-02-19,14,54,34,957020,14
2026-02-20,14,66,33,1106600,14
2026-02-21,18,46,21,1434800,17
2026-02-22,22,51,23,1076545,22
2026-02-23,9,52,38,727980,4
2026-02-24,15,19,15,191180,11
2026-02-25,17,63,52,1435240,15
2026-02-26,2,19,17,251980,2
2026-02-27,12,66,34,1000780,10
2026-02-28,11,48,33,1077180,11
2026-03-01,14,25,13,510460,11
2026-03-02,45,146,104,2137620,42
2026-03-03,66,27,22,343310,18
2026-03-04,5,16,16,142010,5
2026-03-05,14,31,22,630780,14
2026-03-06,15,28,20,417950,14
2026-03-07,32,64,41,1020830,32
2026-03-08,22,94,49,1730560,22
2026-03-09,21,21,17,281290,12
2026-03-10,24,32,27,364400,18
2026-03-11,17,50,37,583740,17
2026-03-12,28,32,26,421240,20
2026-03-13,18,44,24,1308230,18
2026-03-14,12,66,25,1281835,12
2026-03-15,8,39,13,808556,8
