date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-07-13,67,100,65,1721170,60
2025-07-14,69,89,75,1291110,68
2025-07-15,61,110,91,1513030,58
2025-07-16,68,124,95,1537510,63
2025-07-17,56,140,105,1670190,55
2025-07-18,49,95,64,1570620,46
2025-07-19,96,210,98,3095152,86
2025-07-20,73,216,96,3399436,73
2025-07-21,38,81,41,1203429,35
2025-07-22,49,76,49,1050540,44
2025-07-23,46,81,52,1161891,46
2025-07-24,52,75,59,804367,50
2025-07-25,70,147,72,2200180,67
2025-07-26,66,186,76,2876240,65
2025-07-27,43,142,61,1982460,42
2025-07-28,57,106,56,1484128,47
2025-07-29,57,109,62,1628226,55
2025-07-30,38,69,45,654026,37
2025-07-31,53,134,67,1559941,52
2025-08-01,104,270,113,4382185,100
2025-08-02,81,203,91,3254661,74
2025-08-03,52,162,79,2428335,38
2025-08-04,47,65,46,986440,39
2025-08-05,31,70,40,1058090,30
2025-08-06,34,80,44,1029230,34
2025-08-07,39,77,45,1399200,38
2025-08-08,63,129,67,1844710,58
2025-08-09,78,160,86,2782581,75
2025-08-10,83,196,94,3804225,82
2025-08-11,59,125,60,2577776,57
2025-08-12,56,134,63,2837730,56
2025-08-13,73,154,71,3087304,69
2025-08-14,57,170,76,3740356,51
2025-08-15,41,118,46,2535270,41
2025-08-16,68,154,67,2379140,62
2025-08-17,29,85,34,1229360,29
2025-08-18,44,58,36,884310,26
2025-08-19,38,89,38,1008270,31
2025-08-20,50,128,61,1705440,47
2025-08-21,25,69,37,905930,25
2025-08-22,31,30,25,533000,25
2025-08-23,62,110,67,1343040,61
2025-08-24,19,47,45,776490,19
2025-08-25,32,43,29,471521,29
2025-08-26,29,88,62,426990,29
2025-08-27,22,30,21,276940,20
2025-08-28,25,40,49,382770,24
2025-08-29,29,64,38,880220,21
2025-08-30,29,86,33,1198910,29
2025-08-31,20,54,44,764790,19
2025-09-01,42,116,71,1352910,26
2025-09-02,20,67,43,815110,18
2025-09-03,29,90,53,964970,22
2025-09-04,20,82,66,865830,20
2025-09-05,21,39,43,556280,20
2025-09-06,39,85,41,1076080,38
2025-09-07,21,65,45,987160,21
2025-09-08,27,89,52,1242480,23
2025-09-09,22,73,43,361800,22
2025-09-10,20,83,45,1013671,20
2025-09-11,18,74,46,648330,18
2025-09-12,25,72,42,338199,23
2025-09-13,36,70,40,1104321,33
2025-09-14,21,93,47,817721,21
2025-09-15,21,44,55,395550,18
2025-09-16,34,105,73,961450,34
2025-09-17,21,70,59,726260,21
2025-09-18,18,57,59,470550,18
2025-09-19,26,74,46,964710,26
2025-09-20,28,90,48,729546,28
2025-09-21,19,34,40,407478,18
2025-09-22,25,89,49,606660,21
2025-09-23,18,46,48,590000,17
2025-09-24,44,81,65,541500,44
2025-09-25,50,98,72,959250,48
2025-09-26,36,80,75,899620,31
2025-09-27,33,43,33,572050,33
2025-09-28,7,10,7,53550,7
2025-09-29,21,26,21,320171,21
2025-09-30,15,17,15,144080,15
2025-10-01,31,60,34,39820,31
2025-10-02,32,48,32,109770,32
2025-10-03,20,28,22,186230,20
2025-10-04,11,26,12,587920,11
2025-10-05,19,25,19,180180,19
2025-10-06,7,7,7,56540,7
2025-10-07,6,9,7,205490,6
2025-10-08,7,7,7,8250,7
2025-10-09,2,2,2,15400,2
2025-10-10,0,0,0,0,0
2025-10-11,16,40,14,1028983,13
